丢三落四|形容做事马虎粗心，不是丢了这个，就是忘了那个。
火烧眉毛|火烧到眉毛。比喻事到眼前，非常急迫。
隔年皇历|皇历：原指清朝廷颁发的历书，后泛指历本。隔了一年的黄历。比喻过时的事物或陈旧的经验，在新的情况下已经用不上。
龙蛇飞舞|形容书法笔势遒劲生动。
磕头碰脑|形容人多而相挤磕碰，或东西多而处处碰人。
家谕户晓|家家户户都知道。形容人所共知。同“家喻户晓”。
半筹不纳|筹：古代计算工具，引伸为计策；纳：缴纳。半条计策也拿不出来。比喻一点办法也没有。
学富五车|五车：指五车书。形容读书多，学识丰富。
珊珊来迟|形容来得很晚。同“姗姗来迟”。
磬笔难书|极言事实多，即使用完笔也难写全。磬，通“罄”。
治病救人|治好病把人挽救过来。比喻帮助犯错误的人改正错误。
一心一腹|指一条心。
孤军奋战|奋战：尽全力地战斗。孤立无助的军队单独对敌作战。也比喻一个人或一个集体无人支援、帮助的情况下努力从事...
吉日良辰|吉：吉利；良：好；辰：时日。美好的时辰，吉利的日子。后常用以称宜于成亲的日子。
烟断火绝|指人烟灭绝。
焚巢捣穴|比喻彻底摧毁。
狼飡虎食|形容吃东西又猛又急。同“狼餐虎咽”。
计斗负才|比喻才高。
逢场竿木|比喻偶尔凑凑热闹的人。
井井有法|有条理、有法度。
破脑刳心|犹剖心沥血。比喻竭尽忠诚。
谭言微中|说话隐微曲折而切中事理。
义气相投|彼此志趣、性格相投合。
连绵起伏|连绵：连续不断的样子；起伏：高低不平。连续不断而且起伏不平。
管见所及|管见：从管子里看东西，指见识浅陋。谦虚的说法，表示自己见识不广，意见未必正确。
如渴如饥|形容迫切的心情或要求。同“如饥如渴”。
不止不行|指对佛教、道教如不阻塞，儒家学说就不能推行。现比喻不破除旧的、坏的东西，新的、好的东西就建立不起来。
不痴不聋|人不傻，耳朵也不聋。常与“不成姑公”连用，意为不故作痴呆，不装聋作哑，就不能当阿婆阿公。形容长辈要宽宏大量。
官轻势微|官位不够重要，势力也很小。
陇头音信|指寄往或来自远方的书信。
六月飞霜|旧时比喻有冤狱。
略迹论心|撇开表面的事实而评论其用心。
掇菁撷华|掇：拾取；菁：精华。撷：摘取。选取事物的精华。
迟疑不定|犹言迟疑不决。
投山窜海|山、海，荒凉边远之地。指有罪而被放逐到荒凉边远的地区。
文章盖世|盖世：超过世人。指文章好得无与伦比，谁都赶不上。
恋新忘旧|恋慕新的，忘却旧的；对爱情不专一。
掩恶扬善|指对待别人讳言其过恶，称扬其好处。
清规戒律|原指佛教徒所遵守的规则和戒条。现比喻束缚人的繁琐不合理的规章制度。
残年暮景|残：衰残。指人到了晚年。
匿影藏形|隐藏形迹，不露真相。也比喻躲藏起来，不公开活动。
比翼连枝|比翼：鸟名。传说此鸟一目一翼，须两两齐飞。比喻夫妇亲密不离。
靦颜人世|靦颜：表现出惭愧的脸色。形容丧气失节，厚颜无耻地活在世上。
众目共视|所有人的眼睛都看到了。形容非常明显。同“众目共睹”。
势倾朝野|形容权势极大，压倒一切人。
真龙天子|旧时认为皇帝是天上的真龙下凡，因以为皇帝的代称。
密不通风|密：严密。形容包围紧密或防卫严密，连风也透不进去。
论甘忌辛|说到甘甜的就忌讳辛辣的。比喻有所好而偏执。
涅而不淄|比喻品格高尚，不受恶劣环境的影响。同“涅而不缁”。
履霜坚冰|履：踩，踏。踩着霜，就想到结冰的日子就要到来。比喻看到事物的苗头，就对它的发展有所警戒。
有始无终|有开始没有结尾。指做事不做到底。
极恶不赦|罪大恶极，不可饶恕。
隋珠弹雀|隋珠：古代传说中的夜明珠，即隋侯的明月珠。用夜明珠去弹鸟雀。比喻得不偿失。
力小任重|能力小，负担重。犹言力不胜任。
高情逸兴|清高超逸的情致。
高风亮节|高风：高尚的品格；亮节：坚贞的节操。形容道德和行为都很高尚。
饭囊酒瓮|比喻只会吃饭喝酒，不会做事的人。
运筹帷帐|指在后方决定作战策略。
头会箕敛|头会：按人头征税；箕敛：用畚箕装取所征的谷物。形容赋税繁重苛刻。
消息灵通|指对各方面的消息能及时掌握。
羲皇上人|伏羲氏以前的人，即太古的人。比喻无忧无虑，生活闲适的人。
青灯黄卷|光线青荧的油灯和纸张泛黄的书卷。借指清苦的攻读生活。
振裘持领|比喻抓住事物的关键。
山亏一篑|比喻功败垂成。
周规折矩|本指行礼时步趋合乎规矩。后引申为拘泥于成法、准则。
剖蚌得珠|比喻求取贤良良的人材。同“剖蚌求珠”。
一改故辙|彻底改变走惯了的老路。指坚决走上新路。
本性难移|移：改变。本质难于改变。
大敌当前|当：面对。面对着强敌。形容形势严峻。
家有弊帚，享之千金|弊帚：破扫帚；享：供奉。自家的破扫帚被认为价值千金。比喻自己的东西即使不好也倍觉珍贵。有时用于自谦。
慢藏诲盗|慢藏：收藏不慎；诲：教导。收藏财物不慎，等于诱人偷窃。
根深叶茂|茂：繁茂。根扎得深，叶子就茂盛。比喻基础牢固，就会兴旺发展。
分门别户|分、别：分辨、区别；门：一般事物的分类；户：门户。指在学术上根据各自的格调或见解划清派别，各立门户。
夏虫语冰|比喻人囿于见闻，知识短浅。
破矩为圆|把方的改成圆的。比喻将刑法去严从简。
欲罢不能|欲：想；罢：停，歇。要停止也不能停止。
渴者易饮|口渴的人喝什么都觉得甘甜。旧时比喻久经苛政而最知对德政感恩。
铁板一块|比喻结合紧密，不可分裂。也比喻牢固不变。
字顺文从|用词行文自然妥贴，表达清楚。
社威擅势|倚仗权势，想干什么就干什么。
引虎入室|犹言引狼入室。比喻把坏人或敌人引入内部。
妖由人兴|妖物因人而生。指不正常事物是由于人自己不严肃、不正派引起的。
年高德勋|年纪大而有德行。
遥遥在望|在望：可看见。远远地可以看到。
深入骨髓|形容达到极深极重的程度。
衣香鬓影|形容妇女的衣着穿戴十分华丽（多指人多的场合）。借指妇女。
断香零玉|比喻女子的尸骸。
愁云惨雾|形容暗淡无光的景象。多比喻令人忧愁苦闷的局面。
度己以绳|绳：纠正，约束。指一定的道德标准要求自己，使自己的行为合乎法度。
狠心辣手|残忍的心肠，毒辣的手段。
侃侃而言|理直气壮、从容不迫地说话。
一哄而起|没有经过认真准备和严密组织，一下子行动起来。
取法乎上，仅得乎中|取上等的为准则，也只能得到中等的。指做事要高标准严要求。
同恶相恤|指对共同憎恶者，必相互援助以对付之。同“同恶相助”。
口如悬河|形容能说会辨，说起来没个完。同“口若悬河”。
天开地辟|犹言开天辟地。
柴毁骨立|形容因居父母丧过度哀痛，身体受到摧残，消瘦憔悴的样子。
打家截舍|指到人家里抢夺财物。同“打家劫舍”。
运旺时盛|时运旺盛。指运道很好。
酒后无德|指醉酒之后胡言乱语或行为出路。
价值连城|连城：连在一起的许多城池。形容物品十分贵重。
深文傅会|牵强而苛细地援引法律条文陷人以罪。
焚林竭泽|焚林而田，竭泽而渔。比喻只图眼前利益。
顺美匡恶|歌颂美善，纠正过失。
选贤与能|选拔任用贤能的人。与，通“举”。亦作“选贤任能”、“选贤举能”。
空前绝后|从前没有过，今后也不会再有。夸张性地形容独一无二。
饥寒交凑|衣食无着，又饿又冷。形容生活极端贫困。同“饥寒交迫”。
掩鼻而过|捂着鼻子走过去。形容对腥臭肮脏的东西的嫌恶。
方趾圆颅|方脚圆头。指人类。
见缝插针|比喻尽可能利用一切可以利用的空间或时间。
将机就机|利用顺便的机会。
滥竽充数|滥：失实的，假的。不会吹竽的人混在吹竽的队伍里充数。比喻无本领的冒充有本领，次货冒充好货。
朝章国典|朝廷与国家的典章制度。同“朝章国故”。
击鞭锤镫|指驱马疾行。指急行军。
革带移孔|形容身体因老病而日惭消瘦。
横翔捷出|指超逸特出。
补阙拾遗|阙：通“缺”，缺失。拾遗：补录遗漏。补录缺失遗漏的内容。
昼乾夕惕|形容日夜勤勉戒慎。
别生枝节|比喻另起事端或平添麻烦。
心寒胆战|形容十分惊恐。
敲竹杠|比喻利用别人的弱点或以某种口实为借口来索取财物。
轻车熟路|赶着装载很轻的车子走熟悉的路。比喻事情又熟悉又容易。
血气方刚|血气：精力；方：正；刚：强劲。形容年青人精力正旺盛。
问长问短|问：询问。仔细地问，表示关心。
无米之炊|炊：做饭。比喻缺少必要条件无法办成的事。
春风夏雨|春风和煦，夏雨滋润，足以养育万物。常比喻及时给人以教益和帮助。
黄冠草服|粗劣的衣着。借指平民百姓。有时指草野高逸。
百无一是|干一百件事，也没有做对一件。形容全都做错了，一无是处。
道同志合|犹言道合志同。
鱼游釜内|鱼在锅里游。比喻处境十分危险，有行将灭亡之虞。
遣言措意|指写文章、说话时的用词立意。同“遣辞措意”。
大有可观|指很值得看，很值得重视。
观场矮人|指见识浅鄙者。
浮湛连蹇|指宦海浮沉，遭遇坎坷。
格物致知|格：推究；致：求得。穷究事物原理，从而获得知识。
首善之地|最好的地方。指首都。
柔远怀来|安抚边远地区，怀柔归附者。
训练有素|素：平素，向来。平时一直有严格的训练。
吴市之箫|比喻在街头行乞。同“吴市吹箫”。
和颜说色|形容和善可亲。同“和颜悦色”。
却之不恭|却：推却。指对别人的邀请、赠与等，如果拒绝接受，就显得不恭敬。
笔老墨秀|指笔姿老到而墨韵清秀。
本末源流|源：水源。流：从水源向下游流去的水。比喻事物的主次、始末、先后。
愚夫愚妇|旧时称平民百姓。
箕山之操|旧时用以称誉不愿在乱世做官的人。同“箕山之节”。
改换门庭|比喻另择新主，另找依靠。
与受同科|行贿和受贿的人受到同等的处罚。
东抹西涂|比喻用笔随便写写画画。后用作自己写作或绘画的谦词。同“东涂西抹”。
幸灾乐祸|幸：高兴。指人缺乏善意，在别人遇到灾祸时感到高兴。
掉书袋|掉：摆动，摇动。指说话或写文章好引用古书言词来卖弄自己的学识渊博。
九九归一|归根到底。
一肢一节|比喻事物的一小部分。同“一肢半节”。
堕云雾中|堕：落下。落入迷茫的云雾中间。比喻迷惑不解。
愁肠寸断|愁肠：忧思萦绕的心肠。愁得肠子都断成一段段的。形容忧愁到了极点。
一人善射|古谚语，意思是为将者善战，其士卒亦必勇敢无前。比喻凡事为首者倡导于前，则其众必起而效之。
虎狼之势|形容极凶猛的声势。
强死强活|比喻非常勉强。
张甲李乙|犹言张三李四。
衽扱囊括|比喻全部擒获或肃清。
